id,name_kor,description_kor,elements,partnerSkill_name,partnerSkill_describe,partnerSkill_needItem,partnerSkill_needItemTechLevel,partnerSkill_level,stats_size,stats_rarity,stats_health,stats_food,stats_meleeAttack,stats_attack,stats_defense,stats_workSpeed,stats_support,stats_captureRateCorrect,stats_maleProbability,stats_combiRank,stats_goldCoin,stats_egg,stats_code,movement_slowWalkSpeed,movement_walkSpeed,movement_runSpeed,movement_rideSprintSpeed,movement_transportSpeed,level60_health,level60_attack,level60_defense,activeSkills,activeSkills_count,passiveSkills,passiveSkills_count,drops,drops_count,workSuitabilities,workSuitabilities_count,tribes,tribes_count,spawners,spawners_count
33,초판다,"믿기 힘든 괴력의 소유자. 한 번에 3,000장의 종이를 찢을 수 있다고 한다.",풀 속성,척탄 판다,탑승 가능. 탑승하면 수류탄 발사기로 공격할 수 있다.,,0,1.0,L,3,130,400,130,100,100,100,70.0,1.0,50.0,1500,3200.0,신록의 알,GrassPanda,50.0,100,400,550.0,250.0,5425 – 6662,612 – 758,538 – 683,"바람의 칼날(풀 속성, 30파워, 2초) | 씨앗 기관총(풀 속성, 50파워, 9초) | 공기 대포(무속성, 25파워, 2초) | 초록 폭풍(풀 속성, 80파워, 18초) | 가시덩굴(풀 속성, 95파워, 25초) | 파워 폭탄(무속성, 70파워, 15초) | 태양 폭발(풀 속성, 150파워, 55초)",7,,0,"대나무(1, 100%)",1,수작업(LV.1) | 벌목(LV.2) | 운반(LV.2),3,초판다,1,초판다(Lv. 24–27),1
34,캔디쉽,"전신이 설탕보다 18,000배나 달다. 혀로 핥으면 당분 과다로 기절할지도 모른다.",무속성,캔디 팝,목장에 배치하면 솜사탕을 생산한다.,,0,1.0,S,1,70,200,80,70,70,100,100.0,1.0,50.0,1200,1500.0,평범한 알,SweetsSheep,40.0,80,350,500.0,200.0,3100 – 3782,441 – 543,391 – 493,"파워 샷(무속성, 35파워, 4초) | 공기 대포(무속성, 25파워, 2초) | 버블 샷(물 속성, 65파워, 13초) | 파워 폭탄(무속성, 70파워, 15초) | 팰 폭발(무속성, 150파워, 55초)",5,,0,"솜사탕(1, 100%)",1,목장(LV.1),1,캔디쉽,1,캔디쉽(Lv. 12–15),1
35,베리고트,열매가 달린 뿔이 특징. 열매가 떨어지면 우울해한다.,풀 속성,열매 채집,보유하고 있는 동안 가끔 베리를 떨어뜨린다.,,0,1.0,M,2,80,250,90,75,75,100,100.0,1.0,50.0,1350,1800.0,신록의 알,BerryGoat,40.0,80,350,500.0,200.0,3425 – 4205,465 – 575,416 – 525,"바람의 칼날(풀 속성, 30파워, 2초) | 공기 대포(무속성, 25파워, 2초) | 씨앗 기관총(풀 속성, 50파워, 9초) | 초록 폭풍(풀 속성, 80파워, 18초) | 태양 폭발(풀 속성, 150파워, 55초)",5,,0,"베리(1, 100%) | 베리고트의 털(1, 50%)",2,파종(LV.1) | 채집(LV.1) | 목장(LV.1),3,베리고트,1,베리고트(Lv. 14–17),1
36,멜파카,털이 매우 부드럽다. 한번 만져보면 푹신한 감촉에 빠져나올 수 없다.,무속성,털파카파카,목장에 배치하면 양털을 생산한다.,,0,1.0,L,2,100,300,110,80,90,100,100.0,1.0,30.0,1450,2400.0,평범한 알,Alpaca,40.0,80,300,450.0,180.0,4212 – 5162,490 – 607,489 – 620,"파워 샷(무속성, 35파워, 4초) | 공기 대포(무속성, 25파워, 2초) | 파워 폭탄(무속성, 70파워, 15초) | 팰 폭발(무속성, 150파워, 55초)",4,,0,"양털(1–3, 100%)",1,목장(LV.1),1,멜파카,1,멜파카(Lv. 18–21),1
37,신령사슴,깊은 숲의 수호자. 자연을 파괴하는 자에게는 용서가 없다.,무속성,숲의 수호자,탑승 가능. 탑승하면 플레이어의 공격력이 증가한다.,,0,1.0,L,3,120,350,120,95,95,100,70.0,1.0,50.0,1600,3000.0,평범한 알,Deer,50.0,100,500,650.0,300.0,4900 – 6018,588 – 728,489 – 620,"파워 샷(무속성, 35파워, 4초) | 공기 대포(무속성, 25파워, 2초) | 스피릿 플레임(무속성, 75파워, 16초) | 파워 폭탄(무속성, 70파워, 15초) | 팰 폭발(무속성, 150파워, 55초)",5,,0,"신령사슴의 뿔(1, 100%)",1,벌목(LV.1),1,신령사슴,1,신령사슴(Lv. 22–25),1
38,나이트윙,밤하늘을 우아하게 나는 팰. 달빛 아래에서만 볼 수 있다고 한다.,무속성,여행의 동반자,탑승 가능. 탑승하면 이동 속도가 크게 증가한다.,,0,1.0,L,3,110,300,100,90,80,100,70.0,1.0,50.0,1550,2800.0,평범한 알,Eagle,50.0,100,400,800.0,500.0,4537 – 5572,563 – 694,440 – 557,"에어 캐논(무속성, 25파워, 2초) | 파워 샷(무속성, 35파워, 4초) | 윈드 블래스트(무속성, 55파워, 10초) | 파워 폭탄(무속성, 70파워, 15초) | 팰 폭발(무속성, 150파워, 55초)",5,,0,"나이트윙의 깃털(1, 100%)",1,,0,나이트윙,1,나이트윙(Lv. 26–29),1
39,핑토,항상 방긋방긋 웃는 얼굴로 지낸다. 가끔 까부냥의 장난으로 촉수가 묶이기도 한다. 그리고 그때만큼은 귀신의 형상으로 변하게 된다고 한다.,무속성,야무진 손재주,보유하고 있는 동안 무속성 팰의 공격력이 증가한다. 핑토가 무기 제작대나 무기 공장 등에서 일할 때 작업 효율이 향상된다.,,0,1.0,XS,1,75,150,100,65,70,100,100.0,1.0,50.0,1310,1160.0,평범한 알,PinkRabbit,50.0,100,245,350.0,172.0,3262–3993,416–511,391–493,"공기 대포(무속성, 25파워, 2초) | 파워 샷(무속성, 35파워, 4초) | 얼음 미사일(얼음 속성, 30파워, 3초) | 눈보라 스파이크(얼음 속성, 130파워, 45초) | 파워 폭탄(무속성, 70파워, 15초) | 빙산(얼음 속성, 70파워, 15초) | 팰 폭발(무속성, 150파워, 55초)",7,,0,"가죽(1, 100%) | 예쁜 꽃(1, 5%) | 핑토의 리본(1, 50%)",3,수작업(LV.1) | 채집(LV.1) | 운반(LV.1),3,반짝이는 미소 핑토 | 핑토,2,"핑토(Lv. 13–14, 1_7_plain_Pekodon) | 핑토(Lv. 7–11, 1_13_plain_PinkRabbit)",2
40,헬고트,밤에 사냥감을 잡아 자기 영역에 돌아온다. 잡힌 팰이 그 후 어떤 일을 당할지는 불 보듯 뻔하다.,화염 속성|어둠 속성,화염 발톱의 사냥꾼,발동하면 목표로 삼은 적을 향해 높은 위력의 지옥불 할퀴기로 공격한다.,,0,1.0,M,4,95,300,150,100,85,100,100.0,1.0,50.0,590,4780.0,열기 나는 알,Baphomet,80.0,160,700,960.0,320.0,3912–4838,587–733,464–588,"파이어 샷(화염 속성, 30파워, 2초) | 스피릿 파이어(화염 속성, 45파워, 7초) | 불화살(화염 속성, 55파워, 10초) | 지옥불 할퀴기(화염 속성, 70파워, 10초) | 그림자 폭발(어둠 속성, 55파워, 10초) | 화염구(화염 속성, 150파워, 55초) | 인페르노(화염 속성, 120파워, 40초)",7,,0,"뿔(1, 100%) | 가죽(1, 100%)",2,불 피우기(LV.1) | 수작업(LV.2) | 채굴(LV.1) | 운반(LV.2),4,황야의 하이에나 헬고트 | 헬고트,2,"헬고트(Lv. 27–30, 3_2_volcano_1) | 헬고트(Lv. 28–32, 3_3_volcano_1)",2
41,귀요비,가루를 흡입하면 승천하는 듯한 쾌락을 안겨준다. 단속을 강화하자는 움직임도 있지만 팰 애호 단체의 반대로 진척이 없다.,풀 속성,수수께끼의 비늘 가루,발동하면 목표로 삼은 적을 향해 독 안개로 공격한다.,,0,1.0,M,4,70,225,100,80,80,100,100.0,1.0,50.0,490,5700.0,신록의 알,CuteButterfly,30.0,150,550,700.0,350.0,3100–3782,490–607,440–557,"공기 대포(무속성, 25파워, 2초) | 바람의 칼날(풀 속성, 30파워, 2초) | 독 안개(어둠 속성, 0파워, 30초) | 모래 폭풍(땅 속성, 80파워, 18초) | 씨앗 지뢰(풀 속성, 65파워, 13초) | 초록 폭풍(풀 속성, 80파워, 18초) | 태양 폭발(풀 속성, 150파워, 55초)",7,,0,"벌꿀(1, 100%) | 양상추 씨(1, 20%) | 밀 씨(1, 20%)",3,파종(LV.2) | 제약(LV.1),2,꿈꾸는 나비의 춤 귀요비 | 귀요비,2,"귀요비(Lv. 18–20, 2_1_forest_1) | 꿈꾸는 나비의 춤 귀요비(Lv. 27–29, 시냇물 동굴)",2
42,불페르노,먼 옛날엔 육식 팰에게 사냥당하기 일쑤였다. 그 부조리에 울부짖은 불페르노 무리의 분노는 활활 타오르며 대대로 이어졌다.,화염 속성,따끈따끈 육체,등에 타고 이동할 수 있다. 탑승 중에는 따뜻하여 추위를 느끼지 않게 된다.,기술16,16,1.0,M,4,85,350,100,95,95,100,100.0,1.0,50.0,790,3520.0,열기 나는 알,FlameBuffalo,87.0,87,700,1050.0,343.0,3587–4416,563–702,513–652,"파이어 샷(화염 속성, 30파워, 2초) | 불타는 뿔(화염 속성, 50파워, 9초) | 스피릿 파이어(화염 속성, 45파워, 7초) | 불화살(화염 속성, 55파워, 10초) | 파이어 브레스(화염 속성, 70파워, 15초) | 인페르노(화염 속성, 120파워, 40초) | 화염구(화염 속성, 150파워, 55초)",7,,0,"뿔(1, 100%) | 발화 기관(2–3, 100%)",2,불 피우기(LV.2) | 벌목(LV.1),2,활활 타오르는 뿔 달린 야수 불페르노 | 불페르노,2,"불페르노(Lv. 9–13, 1_6_plain_Kirin) | 불페르노(Lv. 36–39, snow_5_2_SnowGrass)",2
43,도도롱,한없이 늘어질 때는 모든 반응이 둔해진다. 28번의 자상을 입게 되더라도 다음 날이 되어서야 이를 깨닫고 목숨을 잃는다.,땅|물,토양 개선,보유하고 있는 동안 땅 속성 팰의 공격력이 증가한다. 가축 목장에 배치하면 고급 팰 기름을 떨어뜨리기도 한다.,,0,1.0,M,4,100,4,100,70,95,100,100.0,1.0,50.0,895,4690.0,거친 느낌의 알,LazyCatfish,100.0,150,450,600.0,300.0,4075-5050,441-543,513-652,"모래 돌풍(땅속성, 40파워, 4초) | 아쿠아 샷(물속성, 40파워, 4초) | 바위 폭발(땅속성, 55파워, 10초) | 버블 샷(물속성, 65파워, 13초) | 물폭탄(물속성, 100파워, 30초) | 바위 창(땅속성, 150파워, 55초) | 하이드로 스트림(물속성, 150파워, 55초)",7,,0,"도도롱의 살코기(2, 100%) | 고급 팰 기름(1, 100%)",2,관개(LV.1) | 채굴(LV.2) | 운반(LV.1) | 목장(LV.1),4,내일부터 정말 열심히 할 도도롱 | 도도롱,2,"도도롱(Lv. 17-19, 계곡의 동굴) | 도도롱(Lv. 26-30, 3_3_volcano_1)",2
49,고릴레이지,지면을 두드리는 리듬으로 동료와 의사소통한다. 리듬에 상응하는 의미는 무리마다 다른데 그 분류는 지금도 명확하지 않다.,무속성,풀 파워 고릴라 모드,발동하면 야성의 힘을 해방해 일정 시간 고릴레이지의 공격력이 증가한다.,,0,1.0,S,5,90,3,110,95,90,100,100.0,1.0,50.0,1040,2010.0,평범한 대형 알,Gorilla,66.0,100,550,720.0,250.0,3750-4627,563-702,488-620,"모래 돌풍(땅속성, 40파워, 4초) | 파워 샷(무속성, 35파워, 4초) | 고릴라운드 콤보(무속성, 85파워, 14초) | 바위 폭발(땅속성, 55파워, 10초) | 씨앗 기관총(풀속성, 50파워, 9초) | 파워 폭탄(무속성, 70파워, 15초) | 팰 폭발(무속성, 150파워, 55초)",7,난폭함,1,"가죽(1-2, 100%) | 뼈(1, 100%)",2,수작업(LV.1) | 벌목(LV.2) | 운반(LV.3),3,빼어난 싸움꾼 고릴레이지 | 고릴레이지 | 고릴가이아,3,"고릴레이지(Lv. 22-24, 2_1_forest_3) | 고릴레이지(Lv. 22-25, 시냇물 동굴)",2
50,비나이트,퀸비나을 충실히 따르는 하인. 여왕에게 해를 끼치는 자를 철저히 배제한다. 끝내 자폭을 해서라도 여왕을 지켜낸다.,풀속성,일벌,가축 목장에 배치하면 벌꿀을 떨어뜨리기도 한다. 보유하고 있는 동안 퀸비나의 스테이터스가 상승한다.,,0,1.0,M,4,80,3,100,90,90,100,100.0,1.0,10.0,1070,1880.0,신록의 알,SoldierBee,125.0,250,450,550.0,350.0,3425-4205,538-670,488-620,"공기 대포(무속성, 25파워, 2초) | 바람의 칼날(풀속성, 30파워, 2초) | 바늘 창(풀속성, 55파워, 7초) | 벌의 침묵(풀속성, 250파워, 55초) | 독 사격(어둠속성, 30파워, 2초) | 산성비(물속성, 80파워, 18초) | 초록 폭풍(풀속성, 80파워, 18초) | 태양 폭발(풀속성, 150파워, 55초)",8,,0,"벌꿀(1-2, 100%)",1,파종(LV.1) | 수작업(LV.1) | 채집(LV.1) | 벌목(LV.1) | 제약(LV.1) | 운반(LV.2) | 목장(LV.1),7,수비대장 비나이트 | 비나이트,2,"비나이트(Lv. 20-22, 2_1_forest_3) | 비나이트(Lv. 20-23, 시냇물 동굴)",2
51,퀸비나,비나이트을 총괄하는 선택받은 여왕. 위대한 여왕을 위해 일한다는 기쁨으로 죽을 때까지 일하는 하인이 끊이지 않는다.,풀속성,여왕벌의 통솔,함께 싸우는 동안 보유하고 있는 비나이트의 개체수가 많을수록 스테이터스가 상승한다.,,0,1.0,L,8,90,7,100,105,100,100,100.0,1.0,10.0,330,6830.0,신록의 거대한 알,QueenBee,150.0,250,450,550.0,350.0,3750-4627,611-765,537-683,"공기 대포(무속성, 25파워, 2초) | 바람의 칼날(풀속성, 30파워, 2초) | 독 사격(어둠속성, 30파워, 2초) | 스피닝 스태프(풀속성, 70파워, 9초) | 초록 폭풍(풀속성, 80파워, 18초) | 가시덩굴(풀속성, 95파워, 25초) | 태양 폭발(풀속성, 150파워, 55초)",7,,0,"벌꿀(5, 100%) | 퀸비나의 지팡이(1, 3%)",2,파종(LV.2) | 수작업(LV.2) | 채집(LV.2) | 벌목(LV.1) | 제약(LV.2),5,대군의 여왕 퀸비나 | 퀸비나,2,"퀸비나(Lv. 28-29, 2_1_forest_3)",1
44,마스크로우,원래 드넓은 창공을 자유로이 날아다녔으나 질풍수리와(과) 싸움에서 패배해 하늘을 빼앗기고 밤에 숨죽인 채 살게 됐다.,어둠,원격 부리 공격,발동하면 목표로 삼은 적을 향해 높은 위력의 팬텀의 공격(으)로 공격한다.,,0,1.0,M,3,75,5,80,95,80,100,100.0,1.0,50.0,1080,1840.0,암흑의 알,Cawgnito,170.0,170,920,1200.0,545.0,3100–3782,563–694,440–557,공기 대포(Lv.1)|암흑구(Lv.7)|팬텀의 공격(Lv.15)|그림자 폭발(Lv.22)|유령의 불꽃(Lv.30)|악몽의 구체(Lv.40)|어둠의 레이저(Lv.50),7,,0,"뼈(2–4, 100%)|독샘(2, 100%)|작은 팰 영혼(1, 1%)",3,벌목(LV.1),1,마스크로우,1,마스크로우(Lv. 30–34),1
45,도마맨,일어선 모습에 이상한 집착을 보인다. 항상 제일 멋진 자세를 연구하며 거울을 주면 하루 종일 자세만 궁리한다.,어둠,제6감,발동하면 6번째 감각을 활용해 가까이 있는 던전의 위치를 탐지할 수 있다.,,0,1.0,S,2,80,3,90,80,50,100,100.0,1.0,50.0,1120,1720.0,암흑의 알,Leezpunk,140.0,140,600,800.0,270.0,3425–4205,490–607,293–366,독 사격(Lv.1)|암흑구(Lv.7)|그림자 폭발(Lv.15)|유령의 불꽃(Lv.22)|악몽의 구체(Lv.30)|파이어 브레스(Lv.40)|어둠의 레이저(Lv.50),7,,0,"구리 열쇠(1, 100%)|은 열쇠(1, 1%)|도마맨의 볏(1, 50%)",3,수작업(LV.1)|운반(LV.1)|채집(LV.1),3,도마맨,1,도마맨(Lv. 30–34),1
46,달서니,머리의 뿔은 달빛을 받아야 자란다. 태양을 못 견디는 건 아니지만 햇빛을 쬐는 동안에는 뿔이 근질거린다.,어둠,어둠 속에 번쩍이는 발톱날,발동하면 목표로 삼은 적을 향해 높은 위력의 점프 할퀴기(으)로 공격한다.,,0,1.0,M,3,80,5,130,100,80,100,100.0,1.0,50.0,950,2400.0,암흑의 알,Loupmoon,175.0,175,600,800.0,375.0,3425–4205,612–758,440–557,암흑구(Lv.1)|점프 할퀴기(Lv.7)|그림자 폭발(Lv.15)|얼음 칼날(Lv.22)|유령의 불꽃(Lv.30)|악몽의 구체(Lv.40)|어둠의 레이저(Lv.50),7,,0,"뼈(1, 100%)",1,수작업(LV.2),1,달서니,1,달서니(Lv. 32–36),1
47,질풍수리,사람을 낚아챈 채로도 잘 날아다닌다. 하지만 지치면 주저 없이 놓아버리므로 추락사 사고가 끊이지 않는다.,무속성,질풍의 활공,"보유하고 있는 동안 글라이더의 성능이 변화한다. 활공 속도가 증가하며, 오른손으로 사격이 가능해진다.",질풍수리의 장갑,23,1.0,M,2,75,4,120,85,60,100,100.0,1.0,50.0,1030,2010.0,평범한 알,Galeclaw,200.0,200,600,700.0,400.0,3262–3993,563–702,342–430,활공 할퀴기(Lv.1)|공기 대포(Lv.7)|모래 돌풍(Lv.15)|바람의 칼날(Lv.22)|모래 폭풍(Lv.30)|초록 폭풍(Lv.40)|팰 폭발(Lv.50),7,,0,"질풍수리의 살코기(1, 100%)|가죽(1, 100%)",2,채집(LV.2),1,질풍수리,1,질풍수리(Lv. 32–36),1
48,로빈몽,"숲에서 수렵 생활을 하는, 사람과 비슷한 성질의 팰. 아주 먼 옛날 사람과 다른 계통으로 갈라졌다고 여겨지며 팰의 정체를 밝혀줄 열쇠일지도 모른다.",풀,매의 눈,함께 싸우는 동안 플레이어가 약점 부위에 주는 피해량이 증가한다.,,0,1.0,M,5,90,3,100,105,80,100,100.0,1.0,50.0,1020,2050.0,신록의 알,Robinquill,100.0,100,600,750.0,400.0,3750–4627,611–765,440–557,바람의 칼날(Lv.1)|파워 샷(Lv.7)|스나이핑 샷(Lv.15)|씨앗 지뢰(Lv.22)|초록 폭풍(Lv.30)|가시덩굴(Lv.40)|태양 폭발(Lv.50),7,,0,"밀 씨(1–2, 50%)|화살(2–4, 100%)|감자 종자(1, 50%)",3,벌목(LV.1)|수작업(LV.2)|운반(LV.2)|파종(LV.1)|채집(LV.2)|제약(LV.1),6,로빈몽,1,로빈몽(Lv. 34–38),1
52,소름냥이,쥐구멍을 찾아다니며 무언가를 쫓고 있다. 몇 년에 걸친 관찰 결과 그것은 '소름'이라는 것이 밝혀졌다.,무속성,소름냥이의 실수,보유하고 있는 동안 무속성 팰의 공격력이 증가한다. 가끔 작업 중 아이템을 발견하기도 한다.,,0,1.0,S,1,60,150,100,70,70,100,100.0,1.1,50.0,1540,1460.0,평범한 알,Grintale,70.0,110,300,,,2775-3360,441-543,391-493,"공기 대포(무속성, 25파워, 2초) | 윈드 커터(풀속성, 30파워, 3초) | 파워 샷(무속성, 35파워, 4초) | 파워 폭탄(무속성, 70파워, 15초) | 코큰트 불릿(무속성, 150파워, 55초) | 윈드 블래스트(풀속성, 80파워, 12초) | 팰 폭발(무속성, 150파워, 55초)",7,,0,"양털(1, 100%) | 소름냥이의 털털털(1, 50%)",2,수작업(LV.1) | 운반(LV.1) | 채굴(LV.1),3,소름냥이,1,소름냥이(Lv. 20-22),1
53,모프링,지면을 기어 다니며 미세 유기물을 섭취한다. 영양이 없는 건 잠시 후 배출한다. 걸레라 생각하고 청소에 활용하면 서로 윈윈.,얼음,복슬복슬,보유하고 있는 동안 모프킹의 스테이터스가 상승한다.,,0,1.0,XS,1,60,150,100,60,60,100,100.0,1.1,50.0,1300,1180.0,얼어붙은 알,MopBaby,55.0,100,250,400.0,175.0,2775-3360,392-480,342-430,"공기 대포(무속성, 25파워, 2초) | 얼음 미사일(얼음 속성, 30파워, 3초) | 얼음 칼날(얼음 속성, 55파워, 10초) | 파워 폭탄(무속성, 70파워, 15초) | 빙산(얼음 속성, 70파워, 15초) | 서리 낀 입김(얼음 속성, 90파워, 22초) | 눈보라 스파이크(얼음 속성, 130파워, 45초)",7,,0,"양털(1, 100%) | 모프링의 솜털(1, 50%)",2,채집(LV.1) | 냉각(LV.1),2,수수께끼의 복슬복슬한 모프링 | 모프링,2,"모프링(Lv. 12-14) | 모프링(Lv. 10-12) | 모프링(Lv. 20-27) | 모프링(Lv. 14-17, 계곡의 동굴)",4
54,모프킹,동면 중엔 거대한 털 뭉치 속에 대량의 모프링이 숨어 있다. 과거 최대 기록은 무려 101마리.,얼음,복슬복슬 끝판왕,등에 타고 이동할 수 있다. 함께 싸우는 동안 보유하고 있는 모프링의 개체수가 많을수록 스테이터스가 상승한다.,모프킹 안장,14,1.0,L,6,100,225,100,90,90,100,100.0,1.0,50.0,410,6400.0,얼어붙은 대형 알,MopKing,60.0,120,650,1020.0,210.0,4075-5050,538-670,488-620,"파워 샷(무속성, 35파워, 4초) | 얼음 미사일(얼음 속성, 30파워, 3초) | 얼음 칼날(얼음 속성, 55파워, 10초) | 빙산(얼음 속성, 70파워, 15초) | 서리 낀 입김(얼음 속성, 90파워, 22초) | 팰 폭발(무속성, 150파워, 55초) | 눈보라 스파이크(얼음 속성, 130파워, 45초)",7,,0,"양털(3-5, 100%)",1,채집(LV.2) | 냉각(LV.2),2,수수께끼 복슬복슬 왕 모프킹 | 모프킹,2,"모프킹(Lv. 15-18) | 모프킹(Lv. 28-32) | 수수께끼 복슬복슬 왕 모프킹(Lv. 17-19, 계곡의 동굴)",3
55,베비뇽,몸을 둥글게 말아 엄청난 속도로 회전 이동할 수 있다. 옛날 사람들은 길들인 베비뇽에게 우유 주머니를 달아 방목하며 그 회전력으로 버터를 만들었다.,얼음|용,꿈틀꿈틀 족제비,등에 타고 이동할 수 있다. 탑승 중 플레이어의 공격이 용 속성으로 변화한다.,베비뇽 안장,13,1.0,M,4,90,225,100,80,80,100,100.0,1.0,50.0,800,3450.0,얼어붙은 알,WeaselDragon,100.0,180,750,1050.0,390.0,3750-4627,490-607,440-557,"얼음 미사일(얼음 속성, 30파워, 3초) | 용 대포(용 속성, 30파워, 2초) | 로켓 태클(용 속성, 50파워, 6초) | 용의 파장(용 속성, 55파워, 10초) | 얼음 칼날(얼음 속성, 55파워, 10초) | 용의 숨결(용 속성, 70파워, 15초) | 서리 낀 입김(얼음 속성, 90파워, 22초) | 용의 운석(용 속성, 150파워, 55초)",8,,0,"가죽(2-3, 100%)",1,채집(LV.1) | 냉각(LV.1),2,초원의 무희 베비뇽 | 베비뇽 | 천도뇽,3,"베비뇽(Lv. 20-28) | 베비뇽(Lv. 36-39) | 초원의 무희 베비뇽(Lv. 42-45, 영봉의 동굴) | 베비뇽(Lv. 39-41, 영봉의 동굴)",4
56,썬더콘,예전엔 번개 신의 사자로 여겨져 사람들이 건드리지 않았다. 하지만 낙뢰에 맞아 사망하는 모습이 목격된 뒤로 신앙이 무너지며 보이는 족족 잡혔다.,번개,질풍과 우레,등에 타고 이동할 수 있다. 탑승 중 플레이어의 공격이 번개 속성으로 변화한다.,썬더콘 안장,14,1.0,M,5,80,350,110,105,105,100,100.0,0.9,50.0,680,4280.0,찌릿찌릿한 대형 알,Kirin,80.0,130,720,1100.0,425.0,3425-4205,611-765,561-715,"스파크 샷(번개 속성, 30파워, 2초) | 전기 파장(번개 속성, 40파워, 4초) | 질풍뇌격(번개 속성, 60파워, 8초) | 고정식 레이저(번개 속성, 70파워, 15초) | 라인 썬더(번개 속성, 75파워, 16초) | 트라이 썬더(번개 속성, 90파워, 22초) | 번개 일격(번개 속성, 120파워, 40초) | 전기 볼트(번개 속성, 150파워, 55초)",8,,0,"가죽(2, 100%) | 발전 기관(1, 100%) | 뿔(1, 50%)",3,발전(LV.2) | 벌목(LV.1),2,질풍 우레 썬더콘 | 썬더콘,2,"썬더콘(Lv. 13-17) | 질풍 우레 썬더콘(Lv. 17-19, 계곡의 동굴) | 썬더콘(Lv. 14-17, 계곡의 동굴)",3
57,빙호,오로라가 보이는 밤이면 하늘을 올려다보며 아름다운 목소리로 노래를 시작한다. 다만 그 탓에 적에게 자주 공격당한다.,Ice,오로라의 인도,보유하고 있는 동안 얼음 속성 팰의 공격력이 증가한다.,,,,S,5,90,3,95,95,105,100,,,,760,,,Foxcicle,,130,600,0.0,,3750-4627,563-702,561-715,"공기 대포, 얼음 미사일, 얼음 칼날, 유령의 불꽃, 빙산, 서리 낀 입김, 눈보라 스파이크",7,,0,"Leather x1, Ice Organ x2-3",2,Cooling Lv2,1,,0,"Northern ice regions, Frozen areas",2
58,파이린,전신이 고효율의 방열 기관이 되어 경이적인 지구력을 발휘한다. 누가 올라타면 화상을 입지 않도록 배려해준다.,Fire,적토마,등에 타고 이동할 수 있다. 탑승 중 플레이어의 공격이 화염 속성으로 변화한다.,,,,L,6,100,5,95,95,90,100,,,,360,,,Pyrin,,150,850,1300.0,,4075-5050,563-702,488-620,"모래 돌풍, 파이어 샷, 스피릿 파이어, 불화살, 화염 돌격, 인페르노, 화염구",7,,0,"Flame Organ x4-5, Leather x2-3",2,"Kindling Lv2, Lumbering Lv1",2,,0,"Volcanic regions, Desert areas",2
59,얼음사슴,속이 비치는 투명한 뿔은 절대 영도에서 반짝인다. 맨손으로 만지면 전신이 얼어붙어 목숨마저 가루처럼 부서져 날아간다.,Ice,써늘한 육체,등에 타고 이동할 수 있다. 탑승 중에는 시원하여 더위를 느끼지 않게 된다.,,,,M,4,100,7,85,85,110,100,,,,880,,,Reindrix,,70,700,1070.0,,4075-5050,514-638,586-747,"공기 대포, 얼음 미사일, 얼음 칼날, 얼음뿔 돌진, 빙산, 서리 낀 입김, 눈보라 스파이크",7,,0,"Reindrix Venison x2, Leather x1, Horn x2, Ice Organ x2-3",4,"Lumbering Lv2, Cooling Lv2",2,,0,"Snow forests, Frozen mountains",2
