id,name_kor,description_kor,elements,partnerSkill_name,partnerSkill_describe,partnerSkill_needItem,partnerSkill_needItemTechLevel,partnerSkill_level,stats_size,stats_rarity,stats_health,stats_food,stats_meleeAttack,stats_attack,stats_defense,stats_workSpeed,stats_support,stats_captureRateCorrect,stats_maleProbability,stats_combiRank,stats_goldCoin,stats_egg,stats_code,movement_slowWalkSpeed,movement_walkSpeed,movement_runSpeed,movement_rideSprintSpeed,movement_transportSpeed,level60_health,level60_attack,level60_defense,activeSkills,activeSkills_count,passiveSkills,passiveSkills_count,drops,drops_count,workSuitabilities,workSuitabilities_count,tribes,tribes_count,spawners,spawners_count
60,썬도그,전속력으로 뛰면 그야말로 번개나 다름없다. 썬도그 끼리 충돌하면 천둥 같은 굉음이 울려 퍼진다.,Electric,도약력,등에 타고 이동할 수 있다. 탑승 중 2단 점프가 가능해진다.,,,,M,5,90,5,100,100,80,100,,,,740,,,Rayhound,,210,700,1150.0,,3750-4627,587-733,440-557,"모래 돌풍, 전기 파장, 스파크 샷, 바위 폭발, 천둥 소환, 번개 구체, 라인 썬더, 전기 볼트",8,,0,Electric Organ x1-2,1,Generating Electricity Lv2,1,,0,"Desert regions, Plains",2
61,불이리,기질이 워낙 예민해 기분이 상하면 동굴에 숨어 버린다. 옛 사람들은 불이리가 숨으면 흉조로 여겼다.,Fire,무념무상,등에 타고 이동할 수 있다. 탑승 중에는 추위나 더위의 영향을 받지 않는다.,불이리 안장,기술30,1.0,M,6,100,4,70,115,100,100,110.0,1.0,50.0,830,3170.0,열기 나는 대형 알,AmaterasuWolf,80.0,130,700,1100.0,415.0,4075 – 5050,660 – 828,537 – 683,파이어 샷|스피릿 파이어|유령의 불꽃|풍림화산|화염 폭풍|인페르노|화염구,7,,0,발화 기관|가죽,2,불 피우기 Lv2,1,푸른 불꽃의 수호신 불이리|불이리|광폭화한 불이리,3,Lv. 28–32|열기 나는 대형 알,2
62,썬더 키드,외톨이인 팰에게 친근하게 잘 대해준다. 착각한 상대 팰이 곁을 내주기가 무섭게 이때다 하고 낙뢰로 숨통을 끊는다.,Electric,천둥의 딸,보유하고 있는 동안 플레이어 가까이에 출현한다. 플레이어의 공격에 맞춰 낙뢰로 추격한다.,썬더키드의 목걸이,기술22,1.0,XS,2,70,2,110,80,70,100,100.0,1.0,20.0,1210,1390.0,찌릿찌릿한 알,RaijinDaughter,120.0,200,400,550.0,300.0,3100 – 3782,490 – 607,391 – 493,공기 대포|전기 파장|산성비|라인 썬더|트라이 썬더|번개 일격|전기 볼트,7,,0,발전 기관|썬더키드의 구름,2,발전 Lv1|수작업 Lv1|운반 Lv1,3,번개 구름의 후예 썬더 키드|썬더 키드,2,Lv. 24–28|찌릿찌릿한 알,2
63,루나리스,무심결에 눈을 쳐다봤다간 꼼짝없이 당하고 만다. 루나리스를 데리고 다니는 상당수는 그저 그렇게 하도록 홀렸을 뿐이다.,Neutral,반중력,보유하고 있는 동안 루나리스의 반중력에 의해 플레이어의 소지 중량 제한이 증가한다.,,,1.0,M,6,90,2,80,100,90,100,100.0,1.0,50.0,1110,1760.0,평범한 대형 알,Mutant,80.0,130,500,650.0,315.0,3750 – 4627,587 – 733,488 – 620,공기 대포|파워 샷|얼음 칼날|플라즈마 토네이도|파워 폭탄|눈보라 스파이크|팰 폭발,7,,0,팰지움 파편,1,수작업 Lv3|채집 Lv1|운반 Lv1,3,우주에서 온 루나리스|루나리스,2,Lv. 32–32|평범한 대형 알,2
64,플로라디노,한번 화를 내면 걷잡을 수 없을 정도로 분기탱천한다. 플로라디노의 꼬리를 밟다라는 말은 누군가의 격노를 샀다는 뜻이다.,Grass|Dragon,꽃향기 감도는 용,등에 타고 이동할 수 있다. 탑승 중 풀 속성 공격이 강화된다.,플로라디노 안장,기술19,1.0,L,6,110,6,90,85,90,100,150.0,1.0,50.0,820,3240.0,신록의 대형 알,FlowerDinosaur,70.0,120,700,1030.0,335.0,4400 – 5472,514 – 638,488 – 620,바람의 칼날|꼬리 채찍|용의 파장|씨앗 지뢰|용의 숨결|가시덩굴|태양 폭발,7,,0,밀 씨|당근 씨,2,파종 Lv2|벌목 Lv2,2,화원의 수호룡 플로라디노|플로라디노|광폭화한 플로라디노|찌르르디노,4,Lv. 14–17|신록의 대형 알,2
65,씨무기,유선형의 몸을 가져 수상 활동에 적합하다. 밀렵꾼에게 자주 붙잡혀 서핑보드 대용으로 사용되고 있다.,Water,쉬익쉬익 스위머,등에 타고 물 위를 이동할 수 있다. 탑승 중 수상 이동으로 인한 기력 소비를 무효화한다.,씨무기 안장,기술10,1.0,M,4,90,5,70,90,80,100,100.0,1.0,50.0,560,5050.0,축축한 알,Serpent,100.0,200,500,800.0,350.0,3750 – 4627,538 – 670,440 – 557,"워터 제트(물, 30, Lv1), 용 대포(용, 30, Lv7), 아쿠아 샷(물, 40, Lv15), 버블 샷(물, 65, Lv22), 용의 파장(용, 55, Lv30), 용의 숨결(용, 70, Lv40), 하이드로 스트림(물, 150, Lv50)",7,,0,팰의 체액 1–2 (100%),1,관개 Lv2,1,"씨무기(Normal), 파도 소리의 화신 씨무기(Boss), 스너펜트(Variant)",3,"Plains, Forest, Cave spawns",5
66,고스호스,죽을 때가 가까워진 생물이 뿜어내는 독특한 냄새를 좋아한다. 고스호스에게 사랑받는다는 건 바로 그런 것이다.,Dark,명계의 사자,등에 타고 이동할 수 있다. 탑승 중 플레이어의 공격이 어둠 속성으로 변화한다.,고스호스 안장,기술23,1.0,M,6,75,3,50,105,80,100,100.0,1.0,50.0,1150,1570.0,암흑의 대형 알,GhostBeast,100.0,160,700,1100.0,365.0,3262 – 3993,611 – 765,440 – 557,"파이어 샷(화염, 30, Lv1), 암흑구(어둠, 40, Lv7), 불화살(화염, 55, Lv15), 그림자 폭발(어둠, 55, Lv22), 유령의 불꽃(어둠, 75, Lv30), 유령의 질주(어둠, 90, Lv35), 악몽의 구체(어둠, 100, Lv40), 어둠의 레이저(어둠, 150, Lv50)",8,,0,"뼈 1–2 (100%), 작은 팰 영혼 1 (15%), 원유 1 (50%)",3,"채집 Lv2, 채굴 Lv1",2,"고스호스(Normal), 명계의 사자 고스호스(Boss), 광폭화한 고스호스(Boss)",3,"Snow areas, Cave spawns",6
67,드릴북이,드릴북이의 드릴이란 이야기가 있다. 최강의 등딱지와 드릴을 가진 드릴북이가 모순에 관해 고민하는 도덕적인 이야기다.,Ground,드릴 크래셔,발동하면 쉘 스핀 상태가 된다. 회전하면서 플레이어를 따라와 광석을 효율적으로 파괴한다.,드릴북이의 머리띠,기술19,1.0,M,5,80,5,80,95,120,100,100.0,1.0,50.0,850,2980.0,거친 느낌의 대형 알,DrillGame,75.0,120,300,420.0,190.0,3425 – 4205,563 – 702,635 – 810,"아쿠아 샷(물, 40, Lv1), 바위 폭발(땅, 55, Lv7), 쉘 스핀(땅, 65, Lv15), 바위 대포(땅, 70, Lv22), 모래 폭풍(땅, 80, Lv30), 물폭탄(물, 100, Lv40), 바위 창(땅, 150, Lv50)",7,단단한 피부(방어 +10%),1,"금속 광석 2–3 (100%), 고급 팰 기름 2–3 (100%)",2,채굴 Lv3,1,"드릴북이(Normal), 회전 착암기 드릴북이(Boss), 광폭화한 드릴북이(Boss)",3,"Desert areas, Cave spawns",5
68,냥뱃,갑자기 다른 팰 앞에 나타나 자랑스레 날개를 펼쳐 존재감을 과시한다. 위협적인 종으로 여겨지나 어딘지 모르게 황홀한 표정을 하고 있다.,Dark,초음파 센서,발동하면 초음파로 가까이 있는 팰의 위치를 탐지할 수 있다.,,,1.0,M,5,95,5,100,95,80,100,100.0,1.0,50.0,750,3810.0,암흑의 대형 알,CatBat,80.0,140,400,550.0,270.0,3912 – 4838,563 – 702,440 – 557,"공기 대포(무, 25, Lv1), 독 사격(어둠, 30, Lv7), 암흑구(어둠, 40, Lv15), 그림자 폭발(어둠, 55, Lv22), 유령의 불꽃(어둠, 75, Lv30), 악몽의 구체(어둠, 100, Lv40), 어둠의 레이저(어둠, 150, Lv50)",7,,0,"가죽 1–2 (100%), 작은 팰 영혼 1 (1%)",2,"채집 Lv2, 채굴 Lv2, 운반 Lv2",3,"냥뱃(Normal), 장난꾸러기 냥뱃(Boss)",2,"Grass areas, Cave spawns",8
69,핑크뇽,하룻밤의 사랑을 찾아 항상 누군가를 뒤쫓는다. 처음엔 팰에게만 흥미를 보였지만 최근엔 사람에게도 마수를 뻗기 시작했다.,Normal,하트 드레인,함께 싸우는 동안 피해를 주면 그 일부를 흡수하여 HP를 회복하는 생명 흡수 효과를 플레이어와 핑크뇽에게 부여한다.,,,1.0,L,5,120,5,70,70,70,100,140.0,1.0,30.0,940,2450.0,평범한 대형 알,PinkLizard,90.0,170,750,850.0,460.0,4725-5895,441-543,391-493,"파워 샷(Normal, 4초, 35) / 독 사격(Dark, 2초, 30) / 그림자 폭발(Dark, 10초, 55) / 산성비(Water, 18초, 80) / 파워 폭탄(Normal, 15초, 70) / 자폭(Normal, 55초, 230) / 팰 폭발(Normal, 55초, 150)",7,어브노멀 - 무속성 피해 경감 10%,1,버섯 2-4 (100%) / 케이크 1 (1%) / 수상한 주스 1 (1%) / 이상한 주스 1 (1%) / 기억 삭제 약 1 (1%),5,수작업 Lv2 / 채굴 Lv1 / 제약 Lv2 / 운반 Lv2,4,사랑에 굶주린 팰 핑크뇽(Boss) / 핑크뇽(Normal) / 광폭화한 핑크뇽(Boss),3,일반 지역(Lv.18-23) / 사막 지역(Lv.30-37) / 동굴(Lv.35-40) / 습격(Lv.5-38),4
70,라비,울 때 눈물 대신 용암이 흐른다. 흘러내린 용암은 다시 몸에 흡수되어 더욱 뜨거워진다. 흘린 눈물만큼 강해지는 것이다.,Fire,마그마 눈물,가축 목장에 배치하면 발화 기관을 만들기도 한다.,,,1.0,XS,1,60,2,100,70,80,100,100.0,1.1,50.0,1405,2500.0,열기 나는 알,LavaGirl,65.0,98,250,375.0,140.0,2775-3360,441-543,440-557,"파이어 샷(Fire, 2초, 30) / 스피릿 파이어(Fire, 7초, 45) / 불화살(Fire, 10초, 55) / 유령의 불꽃(Dark, 16초, 75) / 화염 폭풍(Fire, 18초, 80) / 인페르노(Fire, 40초, 120) / 화염구(Fire, 55초, 150)",7,,0,발화 기관 2-3 (100%) / 고급 팰 기름 1 (100%),2,불 피우기 Lv1 / 수작업 Lv1 / 운반 Lv1 / 목장 Lv1,4,용암 소녀 라비(Boss) / 라비(Normal),2,화산 지역(Lv.9-28) / 동굴(Lv.32-38) / 알(열기 나는 알),3
71,버드래곤,버드래곤의 외골격으로 만든 피리 소리는 천 개의 봉우리를 건넌다고 한다. 고대 전쟁에선 공격 신호로 사용했다.,Fire|Dark,하늘에서 온 습격자,등에 타고 하늘을 날 수 있다. 탑승 중 플레이어가 적의 약점 부위를 공격할 때 주는 피해량이 증가한다.,버드래곤 안장,기술21,1.0,L,4,90,6,100,115,90,100,100.0,1.0,50.0,660,4360.0,열기 나는 알,BirdDragon,100.0,350,700,850.0,475.0,3750-4627,660-828,488-620,"공기 대포(Normal, 2초, 25) / 파이어 샷(Fire, 2초, 30) / 스피릿 파이어(Fire, 7초, 45) / 파이어 브레스(Fire, 15초, 70) / 플라잉 브레스(Fire, 15초, 90) / 악몽의 구체(Dark, 30초, 100) / 화염구(Fire, 55초, 150) / 어둠의 레이저(Dark, 55초, 150)",8,,0,뼈 1-2 (100%) / 루비 1-2 (1%) / 금화 10-40 (10%),3,불 피우기 Lv1 / 운반 Lv3,2,하늘에서 온 습격자 버드래곤(Boss) / 버드래곤(Normal) / 광폭화한 버드래곤(Boss) / 시로카바네(Variant),4,일반 지역(Lv.10-15) / 화산 지역(Lv.27-31) / 동굴(Lv.32-38) / 붉은 지역(Lv.50-54) / 알(열기 나는 알),5
72,불무사,죽기 무섭게 몸이 칼날처럼 변해 다음 세대로 넘겨진다. 불무사 이외의 존재가 칼을 소유하면 안에 감춰진 망자들의 끈질긴 목소리에 미쳐버리고 만다.,Fire,번갯불 일섬,발동하면 목표로 삼은 적을 향해 높은 위력의 발도술로 공격한다.,,,1.0,M,7,80,4,100,125,80,100,100.0,1.0,50.0,640,4520.0,열기 나는 대형 알,Ronin,80.0,160,600,900.0,320.0,3425-4205,709-892,440-557,"파이어 샷(Fire, 2초, 30) / 바람의 칼날(Grass, 2초, 30) / 얼음 칼날(Ice, 10초, 55) / 발도술(Fire, 9초, 65) / 파이어 브레스(Fire, 15초, 70) / 번개 일격(Electric, 40초, 120) / 인페르노(Fire, 40초, 120)",7,,0,뼈 1-2 (100%) / 금속 주괴 2-3 (100%),2,불 피우기 Lv2 / 수작업 Lv1 / 채집 Lv1 / 벌목 Lv3 / 운반 Lv2,5,유랑 무사 불무사(Boss) / 불무사(Normal) / 어둠무사(Variant),3,보스 지역(Lv.23) / 화산 지역(Lv.34-37) / 금지 구역(Lv.40-45) / 무덤 지역(Lv.46-50) / 알(열기 나는 대형 알) / 습격(Lv.25-37),6
73,라이버드,적토조의 근연종으로 보이나 관계는 없다. 급강하해 날카로운 주둥이로 적을 처치한다. 그 모습은 마치 낙뢰를 보는 듯하다.,번개,천뢰,등에 타고 하늘을 날 수 있다. 탑승 중 플레이어의 공격이 번개 속성으로 변화한다.,라이버드 안장,기술34,Lv.1,L,6,105,475,100,115,80,100,100.0,1.0,50.0,220,7490.0,찌릿찌릿한 대형 알,ThunderBird,100.0,200,750,1200.0,375.0,4237-5261,660-828,440-557,공기 대포|스파크 샷|전기 파장|라인 썬더|급강하 번개 강타|트라이 썬더|모래 폭풍|전기 볼트,8,,0,발전 기관,1,발전 Lv2|채집 Lv1|운반 Lv3,3,천둥 번개의 날개 라이버드|라이버드,2,4_2_dessert_1|모래 언덕 동굴|화산 동굴|sakurajima_6_1_NorthDesert|grass_grade_02|Sakurajima_grade_01|Captured Cage: Desert1|습격 14-17|습격 18-99,9
74,적토조,라이버드의 근연종이지만 관계는 없다. 암석이 주식이며 오랜 세월에 걸쳐 주둥이는 물론 머리 전체가 단단해졌다.,화염,화염 날개,등에 타고 하늘을 날 수 있다. 탑승 중 플레이어의 공격이 화염 속성으로 변화한다.,적토조 안장,기술37,Lv.1,L,7,95,475,100,105,120,100,100.0,1.0,50.0,380,6720.0,열기 나는 대형 알,RedArmorBird,100.0,200,800,1300.0,375.0,3912-4838,611-765,635-810,공기 대포|스피릿 파이어|불화살|모래 폭풍|러시 비크|화염 폭풍|파이어 브레스|화염구,8,,0,발화 기관,1,불 피우기 Lv3|운반 Lv3,2,활활 타오르는 날개 적토조|적토조|광폭화한 적토조,3,3_2_volcano_1|3_3_volcano_1|모래 언덕 동굴|yamijima_7_3_RedArea_Magma|volcanic_grade_02|volcanic_grade_01,6
75,캐티메이지,음기의 힘으로 기괴한 술수를 부린다. 뭐든지 생으로 먹는 걸 좋아한다. 마호하고는 사이가 나쁘다.,어둠,마도서 수집가,함께 싸우는 동안 무속성 팰을 쓰러뜨렸을 때 드롭 아이템 획득량이 증가한다.,,,Lv.1,M,6,90,350,100,105,90,100,100.0,1.0,50.0,700,4120.0,암흑의 대형 알,CatMage,70.0,145,440,620.0,292.0,3750-4627,611-765,488-620,파이어 샷|암흑구|불화살|그림자 폭발|유령의 불꽃|악몽의 구체|어둠의 레이저,7,,0,가죽|캐티메이지의 체모|고도의 기술서,3,수작업 Lv2|제약 Lv2|운반 Lv2,3,암흑 고양이 마도사 캐티메이지|캐티메이지|캐티위자드,3,"World Map 392,-0|2_1_forest_1|2_1_forest_3|시냇물 동굴|grass_grade_02",5
76,마호,양기의 힘으로 기괴한 술수를 부린다. 뭐든지 노릇노릇하게 구워 먹는다. 캐티메이지하고는 사이가 나쁘다.,화염,여우 아가씨,함께 싸우는 동안 플레이어의 공격이 화염 속성으로 변화한다.,,,Lv.1,M,6,90,350,50,110,80,100,120.0,1.0,50.0,1160,3080.0,열기 나는 대형 알,FoxMage,70.0,145,440,620.0,292.0,3750-4627,636-797,440-557,파이어 샷|스피릿 파이어|불화살|유령의 불꽃|화염 폭풍|화염구|용의 운석,7,,0,발화 기관|고도의 기술서,2,불 피우기 Lv2|수작업 Lv3|운반 Lv2,3,화염 여우 마도사 마호|마호|영마호,3,3_1_volcano_1|모래 언덕 동굴|3_4_volcano_1|volcanic_grade_02|volcanic_grade_01|Captured Cage: Volcano1,6
77,초토리,초토리가 달리고 나면 토질이 좋아져 초목이 우거진다. 제초제를 뿌리면 그곳은 달리지 않는다.,풀,초원의 스피드스터,함께 싸우는 동안 플레이어의 이동 속도가 증가하며 플레이어의 공격이 풀 속성으로 변화한다.,,,1,M,8,90,225,100,115,90,100,100.0,1.0,50.0,990,2200.0,신록의 거대한 알,GrassRabbitMan,50.0,195,500,700.0,275.0,3750-4627,660-828,488-620,"바람의 칼날, 바위 대포, 씨앗 기관총, 바위 폭발, 초록 폭풍, 스핀 레그 러시, 가시덩굴, 태양 폭발",8,,0,"가죽, 뼈",2,"파종 Lv2, 수작업 Lv3, 채집 Lv3, 벌목 Lv2, 운반 Lv2",5,"숲을 휩쓰는 질풍 초토리 (보스), 초토리 (일반)",2,"제2 사냥 금지 구역, sakurajima_6_3_Grassland, yamijima_7_1_YellowArea, 신록의 거대한 알",4
78,비오레타,"성에는 임금님께서 좋아하시는 꽃이 잔뜩 피어 있었습니다. 어느 날 큰 싸움이 벌어져, 성까지 불이 옮겨붙으려 하고 있었습니다. 바로 그곳에서, 한 꽃의 정령이 나타났습니다. - 동화 '임금님의 꽃'에서 발췌.",풀,대지 정화,함께 싸우는 동안 땅 속성 팰을 쓰러뜨렸을 때 드롭 아이템 획득량이 증가한다.,,,1,M,8,100,225,100,100,120,100,100.0,1.0,50.0,1050,1960.0,신록의 거대한 알,VioletFairy,100.0,150,400,550.0,275.0,4075-5050,587-733,635-810,"독 안개, 바람의 칼날, 독 사격, 씨앗 지뢰, 초록 폭풍, 악몽의 구체, 태양 폭발",7,,0,"하급 의약품, 토마토 씨, 양파 씨",3,"파종 Lv2, 수작업 Lv2, 채집 Lv2, 제약 Lv3, 운반 Lv1",5,"자줏빛 감색 풀의 환영 비오레타 (보스), 비오레타 (일반)",2,제1 사냥 금지 구역,1
79,실키누,비를 좋아해서 비가 내리는 동안 꼼작 않고 있는 경우가 많다. 파이호가 자주 비를 피하러 찾아온다.,얼음,실크 메이커,발동하면 목표로 삼은 적을 향해 높은 위력의 눈보라 스파이크로 공격한다. 가축 목장에 배치하면 상급 천을 만들기도 한다.,,,1,L,7,110,350,90,90,100,100,90.0,1.0,50.0,450,5900.0,얼어붙은 대형 알,WhiteMoth,50.0,100,400,550.0,250.0,4400-5472,538-670,537-683,"얼음 미사일, 얼음 칼날, 빙산, 서리 낀 입김, 유령의 불꽃, 물폭탄, 눈보라 스파이크",7,,0,"상급 천, 빙결 기관",2,"제약 Lv2, 냉각 Lv2, 목장 Lv1",3,"순백의 귀부인 실키누 (보스), 실키누 (일반)",2,"snow_5_1_snow_1, 영봉의 동굴, 얼어붙은 대형 알",3
80,실피아,겉모습처럼 천진난만한 성격이다. 그래서인지 선악의 구별에 어두워 악의를 가진 인간에게 이용당하기 십상이다.,용,마음씨 착한 성룡,등에 타고 하늘을 날 수 있다. 하늘을 나는 동안 이동 속도가 상승한다. 함께 싸우는 동안 어둠 속성 팰을 쓰러뜨렸을 때 드롭 아이템 획득량이 증가한다.,실피아 안장,기술20,1,L,7,110,400,80,80,90,100,100.0,1.0,50.0,540,5230.0,용의 대형 알,FairyDragon,83.0,83,700,1000.0,456.0,4400-5472,490-607,488-620,"용 대포, 용의 파장, 불화살, 신비의 허리케인, 용의 숨결, 팰 폭발, 용의 운석",7,,0,고급 팰 기름,1,벌목 Lv2,1,"온후한 하늘의 용 실피아 (보스), 실피아 (일반), 광폭화한 실피아 (보스), 실티아 (아종)",4,"제1 사냥 금지 구역, 영봉의 동굴",2
81,켈시,태어난 장소의 수질에 따라 성격이 달라진다. 더러운 웅덩이에서 태어난 켈시은(는) 대체로 성격이 나쁘고 흉악하기 일쑤다.,물,물 뿌리기,보유하고 있는 동안 물 속성 팰의 공격력이 증가한다. 가축 목장에 배치하면 팰의 체액을(를) 떨어뜨리기도 한다.,,,1,XS,1,70,100,100,70,70,100,100.0,1.0,50.0,1260,1260.0,축축한 알,Kelpie,50.0,100,700,900.0,400.0,3100 – 3782,441 – 543,391 – 493,"워터 제트, 용 대포, 아쿠아 샷, 버블 샷, 파워 폭탄, 물폭탄, 하이드로 스트림",7,,0,"켈시의 살코기, 팰의 체액",2,"관개 Lv1, 목장 Lv1",2,Kelpie,1,"1_11_plain_Kelpee, 계곡의 동굴, 낚시터",3
82,아주리비,새하얀 띠는 불순한 물에 닿아 시커멓게 변색한다. 독성 확인에 유용하다고 남획된 터라 지금도 인간을 안 좋게 생각한다.,물|용,물 위의 춤,등에 타고 물 위를 이동할 수 있다. 탑승 중 플레이어의 공격이 물 속성(으)로 변화한다.,아주리비 안장,기술24,1,L,7,110,400,70,100,100,100,100.0,1.0,50.0,500,5600.0,축축한 대형 알,BlueDragon,75.0,150,600,900.0,350.0,4400 – 5472,587 – 733,537 – 683,"아쿠아 샷, 용 대포, 버블 샷, 용의 파장, 용의 숨결, 하이드로 스트림, 용의 운석",7,,0,천,1,관개 Lv3,1,BlueDragon,1,"제1 사냥 금지 구역, 낚시터",2
83,백랑이,단단한 발톱으로 험한 산도 즐겁게 오른다. 하지만 다리가 짧아 하산이 힘들어 종종 높은 곳에서 이러지도 저러지도 못한다.,얼음,용 사냥꾼,함께 싸우는 동안 용 속성 팰을 쓰러뜨렸을 때 드롭 아이템 획득량이 증가한다.,,,1,L,7,100,475,140,100,110,100,100.0,1.0,50.0,130,8440.0,얼어붙은 대형 알,WhiteTiger,100.0,280,720,900.0,460.0,4075 – 5050,587 – 733,586 – 747,"파워 샷, 얼음 미사일, 바위 대포, 얼음 칼날, 빙산, 눈보라 할퀴기, 서리 낀 입김, 눈보라 스파이크",8,,0,빙결 기관,1,"수작업 Lv1, 벌목 Lv2, 냉각 Lv3, 운반 Lv3",4,WhiteTiger,1,"snow_5_1_snow_1, 영봉의 동굴, glacier_grade_01, glacier_grade_02",4
84,만티파이어,생고기를 좋아하지만 항상 익힌 고기를 먹는다. 타오르는 발톱을 무기로 삼은 탓에 잡은 먹이가 바싹 익어버린다는 것을 깨닫지 못했기 때문이다.,화염,지옥불 사자,등에 타고 이동할 수 있다. 함께 싸우는 동안 풀 속성 팰을 쓰러뜨렸을 때 드롭 아이템 획득량이 증가한다.,만티파이어 안장,기술33,1,L,7,105,475,100,110,80,100,100.0,1.0,50.0,710,4040.0,열기 나는 대형 알,Manticore,90.0,180,800,1200.0,465.0,4237 – 5261,636 – 797,440 – 557,"파이어 샷, 파워 샷, 불화살, 파이어 브레스, 인페르노, 화산의 일격, 화염구, 팰 폭발",8,,0,발화 기관,1,"불 피우기 Lv3, 벌목 Lv2",2,Manticore,1,"3_2_volcano_1, 모래 언덕 동굴, yamijima_7_3_RedArea_Magma",3
85,헤로롱,어리바리한 겉모습과 달리 속은 사납다. 눈에 띄는 모든 걸 먹이로 인식하여 닥치는 대로 잡아먹으려고 든다.,용|물,꾸벅꾸벅 미사일,등에 타고 이동할 수 있다. 탑승 중 미사일 발사기 연사가 가능해진다.,헤로롱 미사일 런처,44,1,XL,8,110,475,110,100,70,100,100.0,1.0,50.0,280,10240.0,용의 거대한 알,LazyDragon,40.0,60,650,1000.0,150.0,4400 – 5472,587 – 733,391 – 493,용 대포|아쿠아 샷|용의 파장|버블 샷|용의 숨결|물폭탄|용의 운석,7,먹보,1,고급 팰 기름|루비,2,관개 Lv2|운반 Lv1,2,폭식룡 헤로롱|헤로롱|광폭화한 헤로롱|핑피롱,4,1_7_plain_Pekodon|sakurajima_6_6_MushroomForest|용의 거대한 알|습격,4
86,라브라돈,교미 전후로 체취가 크게 달라진다. 파트너를 발견한 뒤엔 좋은 향기가 나 '첫사랑의 향기'라고 불린다.,풀,애정 과적재,등에 타고 이동할 수 있다. 보유하고 있는 동안 라브라돈이 짐을 대신 짊어져 플레이어의 소지 중량 제한이 증가한다.,라브라돈 안장,19,1,XL,7,120,475,80,90,100,100,120.0,1.0,50.0,860,2920.0,신록의 대형 알,SakuraSaurus,50.0,75,550,1020.0,200.0,4725 – 5895,538 – 670,537 – 683,바람의 칼날|모래 돌풍|몸통 박치기|씨앗 지뢰|초록 폭풍|가시덩굴|태양 폭발,7,,0,라브라돈의 공룡고기|토마토 씨|감자 종자,3,파종 Lv3,1,봄을 알리는 바람 라브라돈|라브라돈|스프라돈,3,1_6_plain_Kirin|1_9_plain_SweetsSheep|신록의 대형 알,3
87,플로리나,수명이 다하면 큰 식물로 변한다. 10년에 한 번 아주 예쁜 꽃을 피우며 거기서 새 플로리나가 자란다.,풀,꽃의 정령의 축복,발동하면 꽃의 치유력으로 플레이어의 HP를 회복한다.,,,1,M,8,100,225,100,95,100,100,100.0,1.0,50.0,780,3590.0,신록의 거대한 알,FlowerDoll,100.0,150,550,700.0,350.0,4075 – 5050,563 – 702,537 – 683,바람의 칼날|아쿠아 샷|씨앗 기관총|버블 샷|초록 폭풍|가시덩굴|태양 폭발,7,,0,예쁜 꽃,1,파종 Lv3|수작업 Lv2|채집 Lv2|제약 Lv2|운반 Lv1,5,화원의 아가씨 플로리나|플로리나,2,제1 사냥 금지 구역|sakurajima_6_7_FlowerGarden|신록의 거대한 알,3
