id,name_kor,description_kor,elements,partnerSkill_name,partnerSkill_describe,partnerSkill_needItem,partnerSkill_needItemTechLevel,partnerSkill_level,stats_size,stats_rarity,stats_health,stats_food,stats_meleeAttack,stats_attack,stats_defense,stats_workSpeed,stats_support,stats_captureRateCorrect,stats_maleProbability,stats_combiRank,stats_goldCoin,stats_egg,stats_code,movement_slowWalkSpeed,movement_walkSpeed,movement_runSpeed,movement_rideSprintSpeed,movement_transportSpeed,level60_health,level60_attack,level60_defense,activeSkills,activeSkills_count,passiveSkills,passiveSkills_count,drops,drops_count,workSuitabilities,workSuitabilities_count,tribes,tribes_count,spawners,spawners_count
88,볼카노,마그마 같은 피가 전신에 힘차게 흐르고 있다. 물을 흠뻑 끼얹으면 순식간에 가열돼 엄청난 수증기 폭발이 발생한다.,화염|땅,광석을 탐하는 야수,등에 타고 이동할 수 있다. 탑승 중 광석 파괴 효율이 향상된다.,볼카노 안장,32,1,L,6,110,350,100,105,120,100,100.0,1.0,50.0,320,6940.0,열기 나는 대형 알,VolcanicMonster,50.0,80,550,1000.0,235.0,4400 – 5472,611 – 765,635 – 810,파이어 샷|바위 폭발|바위 대포|파이어 브레스|화산 폭발|인페르노|바위 창,7,,0,발화 기관,1,불 피우기 Lv3|채굴 Lv3,2,용암에 굶주린 야수 볼카노|볼카노|프로스카노,3,3_1_volcano_1|모래 언덕 동굴|열기 나는 대형 알|습격,4
89,킹파카,멜파카의 시중을 받는다. 킹파카끼리 결투로 서열을 정한다. 혼자인 개체는 패배한 녀석이다.,무,파워풀 킹,등에 타고 이동할 수 있다. 보유하고 있는 동안 킹파카이가 짐을 대신 짊어져 플레이어의 소지 중량 제한이 증가한다.,킹파카 안장,21,"1,2,3,4,5",XL,8,120,475,100,85,90,100,100.0,1.0,90.0,470,5800.0,평범하고 거대한 알,KingAlpaca,80.0,80,700,1040.0,290.0,4725-5895,514-638,488-620,모래 돌풍(땅)|파워 샷(무)|파워 폭탄(무)|킹 프레스(무)|트라이 썬더(번개)|바위 창(땅)|팰 폭발(무),7,,0,양털,1,채집 Lv1,1,KingAlpaca,1,제2 사냥 금지 구역 Lv.40-45,1
90,그린모스,등에 있는 식물은 개체마다 제각각이다. 관상용으로 익숙한 역사도 있으며 그린모스 전문 정원사마저 존재했다.,풀|땅,가이아 크래셔,등에 타고 이동할 수 있다. 탑승 중 나무와 광석 파괴 효율이 향상된다.,그린모스 안장,29,"1,2,3,4,5",XL,8,150,525,100,85,90,100,30.0,1.0,50.0,300,9450.0,신록의 거대한 알,GrassMammoth,100.0,135,600,1030.0,282.0,5700-7162,514-638,488-620,모래 돌풍(땅)|씨앗 기관총(풀)|파워 폭탄(무)|초록 폭풍(풀)|대지 강타(땅)|가시덩굴(풀)|태양 폭발(풀),7,,0,고급 팰 기름|가죽|그린모스의 거대 고기,3,파종 Lv2|벌목 Lv2|채굴 Lv2,3,GrassMammoth,1,다수 지역 스폰,6
91,움포,정체를 밝혀내려고 연구자가 털을 깎았지만 애초부터 안엔 아무것도 없었다는 듯 털만 남아 있었다.,얼음,설산의 거인,등에 타고 이동할 수 있다. 보유하고 있는 동안 움포이가 짐을 대신 짊어져 플레이어의 소지 중량 제한이 증가한다.,움포 안장,44,"1,2,3,4,5",L,7,140,525,100,80,100,100,100.0,1.0,50.0,460,5900.0,얼어붙은 대형 알,Yeti,70.0,100,600,1050.0,150.0,5375-6740,490-607,537-683,얼음 미사일(얼음)|바람의 칼날(풀)|얼음 칼날(얼음)|빙산(얼음)|서리 낀 입김(얼음)|눈덩이 굴리기(얼음)|눈보라 스파이크(얼음)|태양 폭발(풀),8,,0,빙결 기관|예쁜 꽃,2,수작업 Lv2|벌목 Lv3|냉각 Lv2|운반 Lv4,4,Yeti,1,영봉의 동굴 외 다수,4
92,장수벌레,전신을 감싸는 초강력 장갑은 압도적인 강도와 내열성을 자랑한다. 네이팜탄마저 거의 효과를 못 본다.,땅|풀,튼튼한 갑옷,함께 싸우는 동안 플레이어의 방어력이 증가하며 화염 속성 피해를 경감한다.,,,"1,2,3,4,5",L,8,120,400,100,100,120,100,100.0,1.0,85.0,340,6830.0,거친 느낌의 거대한 알,HerculesBeetle,55.0,110,500,600.0,110.0,4725-5895,587-733,635-810,바람의 칼날(풀)|씨앗 기관총(풀)|바위 폭발(땅)|바위 대포(땅)|거대한 뿔(땅)|바위 창(땅)|태양 폭발(풀),7,단단한 피부,1,벌꿀,1,파종 Lv1|수작업 Lv1|벌목 Lv3|운반 Lv3,4,HerculesBeetle,1,중갑의 투사 장수벌레 외 다수,4
93,윈드디어,"먼 옛날, 그 아름다움 덕에 그림의 소재가 된 친근한 존재였다. 시대가 흐르며 아름다운 털가죽과 뿔도 예술품의 재료가 되어 일상적인 존재가 됐다.",무,풍운,등에 타고 이동할 수 있다. 탑승 중 2단 점프가 가능해진다.,윈드디어 안장,26,1,S,3,110,400,110,110,90,100,100.0,1.0,50.0,980,2250.0,평범한 알,FengyunDeeper,85.0,100,750,1050.0,417.0,4400-5472,636-797,488-620,"공기 대포, 아쿠아 샷, 구름 폭풍, 산성비, 물폭탄, 눈보라 스파이크, 팰 폭발",7,,0,"가죽 3, 뿔 2",2,벌목 Lv2,1,"유유자적하는 구름 윈드디어 (보스), 윈드디어 (일반)",2,"3_3_volcano_1 (34-37), 제3 사냥 금지 구역 (40-45), 모래 언덕 동굴 (36-38)",3
94,블러드캐티,어둠 속에서 먹잇감을 습격해 망토 같은 날개로 가둬 버린다. 안에서 무슨 일이 벌어지는지 날개 안이 왜 시뻘건지는 모르는 게 약이다.,어둠,생명 흡수,함께 싸우는 동안 피해를 주면 그 일부를 흡수하여 HP를 회복하는 생명 흡수 효과를 플레이어와 블러드캐티에게 부여한다.,,0,1,M,6,100,350,100,105,110,100,110.0,1.0,50.0,1010,2100.0,암흑의 대형 알,CatVampire,60.0,100,550,700.0,325.0,4075-5050,611-765,586-747,"독 사격, 암흑구, 그림자 폭발, 유령의 불꽃, 악몽의 구체, 인페르노, 어둠의 레이저",7,,0,"천 1-2, 작은 팰 영혼 1",2,제약 Lv3,1,"어스름의 흡혈귀 블러드캐티 (보스), 블러드캐티 (일반)",2,"시냇물 동굴 (20-23), 월드맵 -21,175 (23), 습격 25-99 (50)",3
95,페스키,페스키을(를) 껴안고 자면 천국에 온 듯한 기분이나 잠버릇이 험한 개체와 자면 깔려 죽어서 천국으로 직행이다.,용,천공용의 자애,등에 타고 하늘을 날 수 있으며 탑승 중 용 속성 공격이 강화된다. 하늘을 나는 동안 이동 속도가 상승한다.,페스키 안장,36,1,L,7,105,300,100,100,100,100,100.0,1.0,50.0,350,6830.0,용의 대형 알,SkyDragon,120.0,240,900,1400.0,470.0,4237-5261,587-733,537-683,"용 대포, 스피릿 파이어, 산성비, 용의 숨결, 초록 폭풍, 물폭탄, 용의 운석",7,,0,고급 팰 기름 3,1,"수작업 Lv1, 채집 Lv2, 채굴 Lv2, 운반 Lv3",4,"순백의 비행자 페스키 (보스), 페스키 (일반), 포레스키 (변종)",3,"월드맵 77,127 (23), 제2 사냥 금지 구역 (40-45), 영봉의 동굴 (42-45), sakurajima_6_3_Grassland (50-52)",4
96,마그마 카이저,화산 분화와 함께 태어났다는 전설이 있다. 이 대지는 거대한 마그마 카이저의 등이라고 주장하는 괴상한 단체도 있었다.,화염,마그마 카이저,등에 타고 이동할 수 있다. 탑승 중 화염 속성 공격이 강화된다.,마그마 카이저 안장,40,1,XL,9,100,600,150,125,120,100,50.0,1.0,50.0,10,10520.0,열기 나는 거대한 알,KingBahamut,150.0,400,800,1200.0,500.0,4075-5050,709-892,635-810,"파워 샷, 파이어 샷, 바위 폭발, 파이어 브레스, 인페르노, 완력 강타, 화염구, 바위 창",8,염제,1,"석탄 10, 발화 기관 10",2,"불 피우기 Lv3, 채굴 Lv4",2,"연옥의 폭군 마그마 카이저 (보스), 마그마 카이저 (일반), 마그마 드라고 (변종)",3,제3 사냥 금지 구역 (40-45),1
97,헬가루다,지옥에서 번개를 불러낸다. 헬가루다의 번개에 맞아 불타 죽으면 그 혼은 지옥에 떨어진다.,어둠,명부의 날개,등에 타고 하늘을 날 수 있다. 탑승 중 플레이어의 공격이 어둠 속성으로 변화한다.,헬가루다 안장,33,1,L,7,100,525,100,125,100,100,100.0,1.0,50.0,190,7840.0,암흑의 대형 알,HadesBird,100.0,100,700,1100.0,450.0,4075-5050,709-892,537-683,스피릿 파이어 Lv1|암흑구 Lv7|그림자 폭발 Lv15|화염 폭풍 Lv22|유령의 불꽃 Lv30|악몽의 구체 Lv40|어둠의 레이저 Lv50,7,,0,독샘 1-3개 100%|중간 팰 영혼 1개 3%,2,운반 Lv3,1,명부의 날개 헬가루다(보스)|헬가루다(일반)|라이가루다(변종),3,2_1_forest_1 Lv25-28|2_1_forest_3 Lv25-28|2_1_forest_4 Lv24-26,3
98,라바드래곤,"심연에서 온 난폭한 존재. 그대, 이 용 앞에 서지 말지어다. 그대, 이 용의 울음에 귀를 막을지어다.",용|어둠,검은 갑옷의 용,등에 타고 하늘을 날 수 있다. 탑승 중 광석에 주는 피해량이 증가하며 금속 광석의 획득량이 증가한다.,라바드래곤 안장,47,1,XL,9,100,600,100,125,125,100,100.0,1.0,50.0,150,8200.0,용의 거대한 알,BlackMetalDragon,100.0,150,700,1100.0,375.0,4075-5050,709-892,659-842,용 대포 Lv1|유령의 불꽃 Lv7|용의 파장 Lv15|악몽의 구체 Lv22|용의 숨결 Lv30|펀치 브레스 Lv35|어둠의 레이저 Lv40|용의 운석 Lv50,8,단단한 피부 (방어 +10%),1,팰 금속 주괴 1-2개 100%|순수한 석영 3-5개 100%,2,수작업 Lv1|채굴 Lv4,2,강철의 용왕 라바드래곤(보스)|라바드래곤(일반),2,제3 사냥 금지 구역 Lv40-45,1
99,데스 스팅,본체는 에너지 덩어리로 속이 비었다. 산 채로 먹잇감 속으로 스며들어 흡수한다. 주변엔 지옥 같은 신음이 끝없이 울려 퍼진다.,어둠|땅,스틸 스콜피온,함께 싸우는 동안 플레이어의 방어력이 증가하고 번개 속성 팰을 쓰러뜨렸을 때 드롭 아이템 획득량이 증가한다.,,,1,L,9,100,475,100,100,130,100,100.0,1.0,50.0,260,7050.0,암흑의 거대한 알,DarkScorpion,100.0,200,1000,1200.0,600.0,4075-5050,587-733,683-873,모래 돌풍 Lv1|독 사격 Lv7|그림자 폭발 Lv15|바위 대포 Lv22|악몽의 구체 Lv30|점프 찌르기 Lv35|바위 창 Lv40|어둠의 레이저 Lv50,8,,0,석탄 10개 100%|독샘 5-10개 100%,2,벌목 Lv2|채굴 Lv3,2,뭐든지 꿰뚫는 창 데스 스팅(보스)|데스 스팅(일반)|골드 스팅(변종),3,제2 사냥 금지 구역 Lv40-45|sakurajima_6_1_NorthDesert Lv50-51|sakurajima_6_5_SouthDesert Lv50-51|Sakurajima_grade_01 암흑의 거대한 알,4
100,아누비스,그 풍모 덕택에 일찍이 고귀한 자의 상징이었다. 부와 권력을 멀리하는 이에게도 귀감이었으나 언제부턴가 아누비스는 죽음의 상징이 되었다.,땅,사막의 수호신,함께 싸우는 동안 플레이어의 공격이 땅 속성으로 변화한다. 전투 중에 가끔씩 고속 스텝으로 공격을 회피한다.,,,1,M,10,120,400,130,130,100,100,100.0,1.0,50.0,570,4960.0,거친 느낌의 거대한 알,Anubis,80.0,160,800,1000.0,480.0,4725-5895,733-923,537-683,바위 폭발 Lv1|파워 폭탄 Lv7|모래 폭풍 Lv15|스핀 레그 러쉬 Lv22|포스 드라이브 Lv30|그라운드 스매셔 Lv40|바위 창 Lv50,7,지제 (땅 속성 공격 피해 증가 20%),1,뼈 3-5개 100%|대형 팰 영혼 1개 100%|혁신적인 기술서 1개 5%,3,수작업 Lv4|채굴 Lv3|운반 Lv2,3,저무는 태양의 수호자 아누비스(보스)|아누비스(일반),2,,0
101,레비드라,억울한 누명으로 소용돌이치는 물속에 떨어진 현자가 레비드라(으)로 환생하여 나라를 멸망시켰다는 전설이 있다.,용|물,폭풍을 부르는 해룡,등에 타고 물 위를 이동할 수 있다. 탑승 중 수상 이동으로 인한 기력 소비를 무효화한다.,레비드라 안장,39,1,XL,8,130,475,150,120,100,100,100.0,1.0,50.0,310,9320.0,용의 거대한 알,Umihebi,100.0,175,600,1000.0,350.0,5050-6317,685-860,537-683,아쿠아 샷|용 대포|용의 숨결|물폭탄|트라이 썬더|바다뱀|하이드로 스트림|용의 운석,8,해황,1,팰의 체액,1,관개 Lv4,1,해상의 패자 레비드라|레비드라|아그니드라,3,무,0
102,주작,옛날에는 건기를 불러오는 존재로 여겨졌다. 지난 해에 가물었다면 다음 해의 풍작을 기원하며 이 녀석을 집요하게 사냥하곤 했다.,화염,화염의 날개,등에 타고 하늘을 날 수 있으며 탑승 중 화염 속성 공격이 강화된다.,주작 안장,41,1,XL,8,120,525,100,105,105,100,100.0,1.0,50.0,50,9840.0,열기 나는 거대한 알,Suzaku,100.0,200,850,1100.0,450.0,4725-5895,611-765,561-715,공기 대포|파이어 샷|스피릿 파이어|불화살|파이어 브레스|화염 폭풍|화염구,7,무,0,발화 기관,1,불 피우기 Lv3,1,하늘의 왕자 주작|주작|시바,3,4_1_dessert_1 Lv40-42|desert_grade_01 열기 나는 거대한 알,2
103,일렉판다,호쾌한 얼굴에 듬직한 체구를 가졌으며 친구로 인정한 상대에겐 순종적이다. 하지만 어쩐 일인지 미니건만 맡기면 돌변한다.,번개,노란 중전차,등에 타고 이동할 수 있다. 탑승 중 미니건 연사가 가능해진다.,일렉판다 미니건,40,1,L,8,105,475,120,100,100,100,100.0,1.0,50.0,200,7720.0,찌릿찌릿한 거대한 알,ElecPanda,80.0,140,600,1000.0,210.0,4237-5261,587-733,537-683,스파크 샷|전기 파장|전기 할퀴기|라인 썬더|트라이 썬더|번개 일격|전기 볼트|뇌격의 중전차,8,무,0,발전 기관|가죽,2,발전 Lv3|수작업 Lv2|벌목 Lv2|운반 Lv3,4,레인 밀렵단 간부 조이&일렉판다|천둥의 쌍발톱 일렉판다|일렉판다,3,제1 사냥 금지 구역 Lv18-22,1
104,릴린,자애심으로 가득한 온화한 팰. 부모를 잃은 어린 팰들을 돌봐주고 있다. 버릇은 전력으로 쏘는 태양 폭발.,풀,풍요의 여신,발동하면 여왕의 치유력으로 플레이어의 HP를 대폭 회복한다.,무,0,1,L,9,110,400,100,110,105,100,100.0,1.0,30.0,250,7160.0,신록의 거대한 알,LilyQueen,60.0,100,450,550.0,275.0,4400-5472,636-797,561-715,바람의 칼날|씨앗 기관총|씨앗 지뢰|물폭탄|초록 폭풍|가시덩굴|태양 폭발|풍양의 가호,8,정령왕,1,하급 의약품|예쁜 꽃|혁신적인 기술서,3,파종 Lv4|수작업 Lv3|채집 Lv2|제약 Lv3,4,팰 애호 단체 창시자 릴리&릴린|백합의 여제 릴린|릴린|루나퀸,4,2_1_forest_test Lv15-18|제3 사냥 금지 구역 Lv40-45|sakurajima_6_7_FlowerGarden Lv50-51|5_2_island_shipwreck_BOSS Lv35-45|Sakurajima_grade_01 신록의 거대한 알|습격 18-99 Lv39,6
105,호루스,먹잇감 무리를 발견하면 작열하는 회오리바람으로 주변 일대를 불바다로 만든다. 호루스의 서식지는 감미로운 향기가 난다.,화염,작열의 포식자,등에 타고 하늘을 날 수 있다. 함께 싸우는 동안 얼음 속성 팰을 쓰러뜨렸을 때 드롭 아이템 획득량이 증가한다.,호루스 안장,38,1,L,9,100,525,100,105,110,100,90.0,1.0,50.0,370,6720.0,열기 나는 거대한 알,Horus,150.0,200,1000,1400.0,500.0,4075-5050,611-765,586-747,파이어 샷|불화살|스피릿 파이어|파이어 브레스|봉황의 비행|인페르노|화염구|염황열파,8,,0,발화 기관,1,불 피우기 Lv3|운반 Lv3,2,Horus,1,제3 사냥 금지 구역 Lv.40-45,1
106,전룡맨,상처로 전류를 흘려보내 상대의 몸을 불태운다. 전룡맨끼리 싸우면 순식간에 승부가 난다.,용|번개,사나운 번개용,함께 싸우는 동안 물 속성 팰을 쓰러뜨렸을 때 드롭 아이템 획득량이 증가한다.,,0,1,L,9,100,475,100,130,100,100,100.0,1.0,50.0,140,8320.0,용의 거대한 알,ThunderDragonMan,100.0,185,900,1200.0,250.0,4075-5050,733-923,537-683,케라노우스|번개 일격|스파크 샷|용의 숨결|라인 썬더|트라이 썬더|전기 볼트|폴리케라우노스,8,뇌제,1,발전 기관,1,발전 Lv4|수작업 Lv2|운반 Lv3,3,ThunderDragonMan,1,제3 사냥 금지 구역 Lv.40-45,1
107,제노그리프,광기 끝에 태어난 금기의 존재. 다른 팰과 유전적 연관성이 사라진 상태이며 팰의 범주에서 벗어나 버렸는지도 모른다.,어둠,개조 유전자,등에 타고 하늘을 날 수 있다. 탑승 중 어둠 속성 공격이 강화된다. 하늘을 나는 동안 이동 속도가 상승한다.,제노그리프 안장,47,1,L,10,120,525,130,120,140,100,90.0,1.0,50.0,60,9060.0,암흑의 거대한 알,BlackGriffon,80.0,80,850,1600.0,465.0,4725-5895,685-860,732-937,공기 대포|암흑구|그림자 폭발|유령의 불꽃|악몽의 구체|신이 내린 재앙|어둠의 레이저|신이 내린 재앙 Ⅱ,8,,0,팰 금속 주괴|카본 섬유|혁신적인 기술서,3,채집 Lv1,1,BlackGriffon,1,제3 사냥 금지 구역 Lv.40-45,1
108,팔라디우스,원래 켄타나이트의 일종이었다. 나쁜 감정을 제거한 존재로 여겨지나 눈동자 속에선 일말의 증오가 번뜩인다.,무,하늘을 나는 성기사,등에 타고 이동할 수 있다. 탑승 중 3단 점프가 가능해진다.,팔라디우스 안장,49,1,L,20,130,600,110,120,145,100,100.0,1.0,50.0,80,8810.0,평범하고 거대한 알,SaintCentaur,50.0,100,800,1800.0,450.0,5050-6317,685-860,756-968,파워 샷|얼음 미사일|빙산|파워 폭탄|눈보라 스파이크|창기병 돌격|팰 폭발|프로스트 아웃|신성 폭발,9,전설|성천,2,팰 금속 주괴|다이아몬드,2,벌목 Lv2|채굴 Lv2,2,SaintCentaur,1,,0
109,켄타나이트,원래 팔라디우스의 일종이었다. 나쁜 감정만 분리된 듯한 모습이지만 눈동자 속에는 일말의 자비가 반짝인다.,어둠,심연의 흑기사,등에 타고 이동할 수 있다. 탑승 중 2단 점프가 가능해진다.,켄타나이트 안장,49,1,L,20,130,600,100,145,120,100,100.0,1.0,50.0,70,8930.0,암흑의 거대한 알,BlackCentaur,100.0,350,1300,1900.0,625.0,5050-6317,806-1018,635-810,그림자 폭발|스피릿 파이어|유령의 불꽃|악몽의 구체|바위 창|쌍창 돌격|어둠의 레이저|아포칼립스|스톤 비트,9,전설|명왕,2,팰 금속 주괴|대형 팰 영혼,2,벌목 Lv2|채굴 Lv2,2,BlackCentaur,1,,0
110,빙천마,겨울을 불러오는 팰파고스섬의 수호신. 일찍이 재앙이 이 땅을 석권할 때 하늘을 가로지르며 끝나지 않는 겨울을 불러와 이를 봉인했다.,얼음,빙천마,등에 타고 하늘을 날 수 있다. 탑승 중 플레이어의 공격이 얼음 속성으로 변화하고 얼음 속성 공격이 강화된다.,빙천마 안장,48,1,L,20,140,475,100,140,120,100,70.0,1.0,50.0,120,8440.0,얼어붙은 거대한 알,IceHorse,120.0,120,1200,1800.0,440.0,5375-6740,782-987,635-810,공기 대포|얼음 미사일|얼음 칼날|빙산|크리스탈 윙|서리 낀 입김|눈보라 스파이크|신성 폭발|더블 눈보라 스파이크,9,전설|빙제,2,빙결 기관|다이아몬드,2,냉각 Lv4,1,IceHorse,1,,0
110B,그레이섀도우,밤을 불러오는 팰파고스섬의 수호신. 일찍이 재앙이 이 땅을 석권할 때 하늘을 가로지르며 끝나지 않는 어둠을 불러와 이를 봉인했다.,어둠,흑천마,등에 타고 하늘을 날 수 있다. 탑승 중 플레이어의 공격이 어둠 속성으로 변화하고 어둠 속성 공격이 강화된다.,그레이섀도우 안장,48,1,L,20,140,475,100,140,135,100,70.0,1.0,50.0,100,8560.0,암흑의 거대한 알,IceHorse_Dark,120.0,120,1200,1800.0,440.0,5375-6740,782-987,708-905,공기 대포|암흑구|그림자 폭발|유령의 불꽃|크리스탈 윙|악몽의 구체|어둠의 레이저|더블 눈보라 스파이크|다크 위스프,9,전설|명왕,2,순수한 석영|대형 팰 영혼,2,채집 Lv4,1,IceHorse_Dark,1,전설의 어둠 천마 그레이섀도우 Lv.60,1
111,제트래곤,팰파고스섬을 저 먼 하늘에서 굽어본다. 재앙이 다시 눈을 떠 대지를 가르고 하늘을 불태울 때 완전한 파멸의 섬광으로 이를 파괴하리라.,용,공중 미사일,등에 타고 하늘을 날 수 있다. 탑승 중 미사일 발사기 연사가 가능해진다.,제트래곤 미사일 발사기,50,1,XL,20,110,600,100,140,110,100,100.0,1.0,50.0,90,8680.0,용의 거대한 알,JetDragon,200.0,800,1700,3300.0,1250.0,4400-5472,782-987,586-747,스피릿 파이어|용의 파장|화염 폭풍|용의 숨결|유성 광선|화염구|용의 운석|빔 슬라이서|메테오 레인,9,전설|신룡,2,순수한 석영|폴리머|카본 섬유|다이아몬드,4,채집 Lv3,1,JetDragon,1,,0
112,벨라누아르,"존재도 없이, 그저 조용히 세계를 바라볼 뿐이었다. 언제부터인가, 누군가의 시선을 갈망하게 됐다. 외부 세계를 적대시하던 욕망의 덩어리는 광란의 숙녀라고 정의되었다.",어둠,악몽의 눈동자,발동하면 목표로 삼은 적을 향해 높은 위력의 악몽의 빛으로 공격한다.,,,1,M,20,120,300,100,150,100,100,100.0,1.0,10.0,1,10030.0,암흑의 거대한 알,NightLady,100.0,150,600,800.0,400.0,4725 – 5895,831 – 1050,537 – 683,어둠 대포|어둠 파장|어둠 화살|유령의 불꽃|악몽의 구체|아포칼립스|악몽의 빛,7,,0,,0,수작업 Lv2|제약 Lv4|운반 Lv2,3,광란의 숙녀 벨라누아르|벨라누아르|벨라루주,3,,0
113,셀레문,"등 뒤에 떠다니는 달처럼 생긴 물체는 세대를 거듭할 때마다 아주 조금씩 원형에 가까워진다고 한다. 그 달이 완전히 찼을 때 무슨 일이 벌어질지는, 아무도 모른다.",어둠|무,셀레스티얼 다크니스,등에 있는 달을 타고 하늘을 날 수 있다. 탑승 중 무속성 및 어둠 속성 공격이 강화된다.,셀레문 안장,53,1,L,9,130,150,100,115,110,100,100.0,1.0,20.0,345,9500.0,암흑의 거대한 알,MoonQueen,60.0,150,1000,1600.0,275.0,5050 – 6317,660 – 828,586 – 747,어둠 대포|어둠 화살|에어 블레이드|신성 폭발|청월의 칼날|스타 마인|월광선,7,,0,천 1–2|사파이어 2–3|귀중한 발톱 1,3,수작업 Lv4|제약 Lv3|운반 Lv3,3,달꽃단 대장 사야&셀레문|셀레문|칠흑의 밤에 떠오른 달 셀레문,3,,0
114,칼구리,무리 중에서도 큰 실수를 범한 녀석은 자결을 강요받는다. 한계까지 부푼 소리 주머니에 나뭇가지를 찌르면 대기권 반대편까지 날아가 저승으로 돌아간다.,물,도약의 자세,발동하면 칼구리가 충성심을 담아 가득 부풀어오른 배에 힘을 모은다. 플레이어가 그 위에 올라타면 높게 점프할 수 있다.,,,1,XS,4,80,150,100,100,85,100,100.0,1.0,50.0,795,2070.0,축축한 알,KendoFrog,33.0,66,300,450.0,300.0,3425 – 4205,587 – 733,464 – 588,아쿠아 샷|버블 샷|산성비|물폭탄|라인 스플래시|월 스플래시|하이드로 스트림,7,,0,팰의 체액 1–2|천 1–2,2,관개 Lv1|수작업 Lv1|채집 Lv1|운반 Lv1,4,할복도 주저 않으리 칼구리|칼구리,2,칼구리 Lv.4–7|칼구리 Lv.3–6|칼구리 Lv.40–45|할복도 주저 않으리 칼구리 Lv.47–49|칼구리 Lv.40–45|칼구리 축축한 알|칼구리 Lv.30–35|칼구리 Lv.11–18,8
115,뷰티플라워,봄이 다가오면 바람을 타고 섬에 꽃가루가 휘날린다. 토푸리의 꽃가루 알레르기는 뷰티플라워 때문에 발생한다.,풀,플로럴 부스트,거점에 있는 동안 뷰티플라워가 농원에 기운을 불어넣어 농작물의 성장 속도가 증가한다.,,,1,S,4,90,150,100,90,80,100,100.0,1.0,30.0,905,3420.0,신록의 알,LeafPrincess,50.0,100,400,800.0,250.0,3750 – 4627,538 – 670,440 – 557,바람의 칼날|씨앗 기관총|멀티 커터|초록 폭풍|신성 폭발|원형 덩굴|태양 폭발,7,,0,예쁜 꽃 2–3|빨간 열매 1–2,2,파종 Lv2|수작업 Lv2|채집 Lv1|제약 Lv2,4,꽃가루 알레르기의 원흉 뷰티플라워|뷰티플라워,2,뷰티플라워 Lv.40–45|뷰티플라워 Lv.40–45|꽃가루 알레르기의 원흉 뷰티플라워 Lv.47–49|뷰티플라워 Lv.40–45|뷰티플라워 신록의 알|뷰티플라워 Lv.30–35|뷰티플라워 Lv.30–40,7
86B,스프라돈,Broncherry_Aqua,["풀", "물"],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,["아쿠아 샷", "버블 샷", "몸통 박치기", "씨앗 지뢰", "가시덩굴", "물폭탄", "하이드로 스트림"],,,,[{"name": "라브라돈의 공룡고기", "quantity": 2}],,[{"type": "관개", "level": 3}],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,애정 과적재 - 등에 타고 이동할 수 있다,교미 전후로 체취가 크게 달라진다. 파트너를 발견한 뒤엔 좋은 향기가 나 순결의 향기라고 불린다
89B,블루파카,Kingpaca_Cryst,["얼음"],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,["얼음 미사일", "얼음 칼날", "빙산", "킹 프레스", "서리 낀 입김", "물폭탄", "눈보라 스파이크"],,,,[{"name": "양털", "quantity": 5}, {"name": "빙결 기관", "quantity": "3-6"}],,[{"type": "채집", "level": 1}, {"type": "냉각", "level": 3}],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,파워풀 킹 - 등에 타고 이동할 수 있다. 소지 중량 제한이 증가한다,냉담한 성격으로 감정 표현이 서투르다. 외톨이인 개체는 멜파카와의 의사소통이 너무 서툴렀던 슬픈 개체다
90B,블리자모스,Mammorest_Cryst,["얼음", "땅"],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,["바위 대포", "얼음 칼날", "파워 폭탄", "빙산", "대지 강타", "서리 낀 입김", "눈보라 스파이크"],,,,[{"name": "고급 팰 기름", "quantity": "5-10"}, {"name": "가죽", "quantity": "5-10"}],,[{"type": "벌목", "level": 2}, {"type": "채굴", "level": 2}, {"type": "냉각", "level": 2}],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,아이스 크래셔 - 등에 타고 이동할 수 있다. 탑승 중 나무와 광석 파괴 효율이 향상된다,등 위의 식물은 개체마다 제각각이다. 멸종한 줄 알았던 식물이 얼어붙은 채로 블리자모스의 등에서 발견되는 경우도 있다
